Log,Attack Type
 545  311.523117    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=12289 Win=64484 Len=0,HTTP C2
 772  317.117134    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines      60  HTTP/1.1 200 OK  (text/html),HTTP C2
1420  371.382166    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=143361 Win=64484 Len=0,HTTP C2
1042  344.735945    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=15361 Ack=187 Win=4824 Len=1024,HTTP C2
1790  422.887499    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=24697 Ack=185 Win=6432 Len=1372,HTTP C2
 760  317.115252    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1052 [ACK] Seq=6861 Ack=185 Win=6432 Len=1372,HTTP C2
 383  305.905709    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  1045 â†’ 82 [ACK] Seq=186 Ack=74461 Win=33580 Len=0,HTTP C2
1104  350.592674    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=32769 Ack=187 Win=4824 Len=1024,HTTP C2
 974  337.426254    147.32.84.165       77.127.110.198      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1064 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 353  305.591431    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 352#1] 1045 â†’ 82 [ACK] Seq=186 Ack=46721 Win=49020 Len=0,HTTP C2
1606  386.462066    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1605#1] 1060 â†’ 80 [ACK] Seq=187 Ack=209921 Win=64484 Len=0,HTTP C2
1826  424.921332    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1825#1] 1270 â†’ 80 [ACK] Seq=185 Ack=46649 Win=64484 Len=0,HTTP C2
1037  344.133582    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=14337 Ack=187 Win=4824 Len=1024,HTTP C2
1108  351.317786    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=34817 Ack=187 Win=4824 Len=1024,HTTP C2
" 495  311.073709    147.32.84.165       147.32.84.171       eth:ethertype:ip:tcp     126  [TCP Retransmission] 1046 â†’ 139 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=72",HTTP C2
 394  306.034469    122.224.6.164       147.32.84.165       eth:ethertype:ip:tcp    1514  82 â†’ 1045 [ACK] Seq=84681 Ack=186 Win=65350 Len=1460,HTTP C2
1547  384.574443    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=189441 Ack=187 Win=4824 Len=1024,HTTP C2
 465  309.570898    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns      92  Name query NB WORKGROUP<1b>,HTTP C2
 887  320.088916    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1052 [ACK] Seq=19209 Ack=185 Win=6432 Len=1372,HTTP C2
1194  357.562170    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2102  80 â†’ 1060 [ACK] Seq=69633 Ack=187 Win=4824 Len=2048,HTTP C2
 367  305.726783    122.224.6.164       147.32.84.165       eth:ethertype:ip:tcp    2974  82 â†’ 1045 [ACK] Seq=61321 Ack=186 Win=65350 Len=2920,HTTP C2
"1894  426.031891    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [PSH, ACK] Seq=78205 Ack=185 Win=6432 Len=1372",HTTP C2
1874  425.957048    31.192.109.167      147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1272 [ACK] Seq=1 Ack=96 Win=5840 Len=0,HTTP C2
 745  316.454503    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     142  Standard query response 0x1040 A w.nucleardiscover.com A 60.190.223.75 NS v1s1.xundns.com NS v1s2.xundns.com,HTTP C2
 530  311.128588    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      81  Standard query 0xb747 A w.nucleardiscover.com,HTTP C2
 803  317.335978    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  [TCP Dup ACK 802#1] 1054 â†’ 80 [ACK] Seq=90 Ack=13141 Win=64240 Len=0,HTTP C2
1224  363.196886    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1219#4] 1060 â†’ 80 [ACK] Seq=187 Ack=81921 Win=64484 Len=0,HTTP C2
1979  432.357408    147.32.84.165       74.222.3.26         eth:ethertype:ip:tcp      62  1279 â†’ 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1906  426.122059    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=86437 Ack=185 Win=6432 Len=1372,HTTP C2
1700  406.320898    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  1265 â†’ 80 [ACK] Seq=1 Ack=1 Win=64620 Len=0,HTTP C2
1545  384.573925    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=188417 Win=64484 Len=0,HTTP C2
1314  367.263598    147.32.84.165       117.199.114.136     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1073 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 307  304.794920    122.224.6.164       147.32.84.165       eth:ethertype:ip:tcp    2974  82 â†’ 1045 [ACK] Seq=11681 Ack=186 Win=65350 Len=2920,HTTP C2
1667  388.294052    147.32.84.165       111.88.31.68        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1089 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 863  318.484128    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1055 â†’ 888 [ACK] Seq=486 Ack=194 Win=64047 Len=0,HTTP C2
"1567  385.193127    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [PSH, ACK] Seq=192513 Ack=187 Win=4824 Len=1024",HTTP C2
 531  311.128596    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      81  Standard query 0xb747 A w.nucleardiscover.com,HTTP C2
" 655  313.762789    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp     355  [TCP Retransmission] 1051 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64620 Len=301",HTTP C2
"1260  364.406799    147.32.84.165       174.123.157.154     eth:ethertype:ip:tcp     412  [TCP Retransmission] 1112 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=358",HTTP C2
 234  299.850871    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1041 â†’ 2012 [ACK] Seq=102 Ack=40881 Win=64240 Len=0,HTTP C2
 121  295.637959    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1040 â†’ 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,HTTP C2
1698  406.320841    147.32.84.165       143.107.171.10      eth:ethertype:ip:tcp      62  1266 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
" 950  332.662847    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  1059 â†’ 80 [FIN, ACK] Seq=472 Ack=248 Win=64374 Len=0",HTTP C2
 618  312.757149    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=37711 Win=63639 Len=0,HTTP C2
1179  355.747482    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1178#1] 1060 â†’ 80 [ACK] Seq=187 Ack=59393 Win=64484 Len=0,HTTP C2
 308  304.795232    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  1045 â†’ 82 [ACK] Seq=186 Ack=13141 Win=64240 Len=0,HTTP C2
 136  295.711725    94.63.149.152       147.32.84.165       eth:ethertype:ip:tcp    1514  80 â†’ 1040 [ACK] Seq=10221 Ack=91 Win=5840 Len=1460,HTTP C2
 555  311.783939    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=17409 Win=63460 Len=0,HTTP C2
1674  391.401589                                            eth:ethertype:arp      60  147.32.84.165 is at 08:00:27:b5:b7:19,HTTP C2
 584  312.199938    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1042 [ACK] Seq=26625 Ack=86 Win=4096 Len=1024,HTTP C2
"1641  387.197076    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2102  80 â†’ 1060 [PSH, ACK] Seq=227329 Ack=187 Win=4824 Len=2048",HTTP C2
 671  314.089602    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines    2234  HTTP/1.1 200 OK  (text/html),HTTP C2
 835  317.373533    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1054 â†’ 80 [ACK] Seq=90 Ack=40005 Win=61320 Len=0,HTTP C2
 110  292.890425    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns      92  Name query NB WPAD<00>,HTTP C2
1165  355.026661    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1158#4] 1060 â†’ 80 [ACK] Seq=187 Ack=58369 Win=63460 Len=0,HTTP C2
"1960  429.052056    147.32.84.165       31.192.109.167      eth:ethertype:ip:tcp     277  [TCP Retransmission] 1276 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=223",HTTP C2
1465  376.851590    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  [TCP Retransmission] 80 â†’ 1060 [ACK] Seq=148481 Ack=187 Win=4824 Len=1024,HTTP C2
1729  415.214570    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1269 [ACK] Seq=1 Ack=472 Win=6432 Len=0,HTTP C2
1243  364.259936    147.32.84.165       79.140.237.191      eth:ethertype:ip:tcp      62  1077 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 212  299.684008    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Dup ACK 211#1] 1041 â†’ 2012 [ACK] Seq=102 Ack=26281 Win=64240 Len=0,HTTP C2
1768  420.440150    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1270 â†’ 80 [ACK] Seq=185 Ack=10977 Win=64484 Len=0,HTTP C2
1121  352.489406    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=40961 Win=64484 Len=0,HTTP C2
 680  314.409983    147.32.84.165       61.147.99.179       eth:ethertype:ip:tcp      60  1050 â†’ 81 [ACK] Seq=186 Ack=4595 Win=64240 Len=0,HTTP C2
1951  428.652172    147.32.84.165       212.12.200.158      eth:ethertype:ip:tcp      62  [TCP Port numbers reused] 1273 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1839  425.454736    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=53509 Ack=185 Win=6432 Len=1372,HTTP C2
 412  306.035983    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 411#1] 1045 â†’ 82 [ACK] Seq=186 Ack=97821 Win=10220 Len=0,HTTP C2
"1325  367.359969    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [PSH, ACK] Seq=100353 Ack=187 Win=4824 Len=1024",HTTP C2
 783  317.227960    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  [TCP Dup ACK 782#1] 1054 â†’ 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,HTTP C2
1346  368.055137    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=109569 Win=63460 Len=0,HTTP C2
 875  318.965695    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 768#3] 1052 â†’ 80 [ACK] Seq=185 Ack=13721 Win=64484 Len=0,HTTP C2
1653  388.193623    147.32.84.165       182.2.117.2         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1082 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1279  365.461175    147.32.84.165       74.222.3.26         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1163 â†’ 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 786  317.263827    94.63.149.152       147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1054 [ACK] Seq=1 Ack=90 Win=5840 Len=0,HTTP C2
1819  424.182100    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1818#1] 1270 â†’ 80 [ACK] Seq=185 Ack=42533 Win=64484 Len=0,HTTP C2
1199  358.174139    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=73729 Win=64484 Len=0,HTTP C2
 808  317.336530    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1054 â†’ 80 [ACK] Seq=90 Ack=18105 Win=64240 Len=0,HTTP C2
 713  315.238709    147.32.84.165       61.147.99.179       eth:ethertype:ip:tcp      60  1050 â†’ 81 [ACK] Seq=186 Ack=24791 Win=64240 Len=0,HTTP C2
1991  433.559383    147.32.84.165       74.222.3.26         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1279 â†’ 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1660  388.193699    147.32.84.165       61.82.197.229       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1085 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
"1191  357.331548    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  [TCP Spurious Retransmission] 80 â†’ 1060 [PSH, ACK] Seq=59393 Ack=187 Win=4824 Len=1024",HTTP C2
1226  363.768745    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2102  80 â†’ 1060 [ACK] Seq=81921 Ack=187 Win=4824 Len=2048,HTTP C2
 603  312.527746    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=33793 Win=64484 Len=0,HTTP C2
 271  302.685417    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp     272  HTTP/1.1 200 OK ,HTTP C2
1385  369.517542    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=124929 Win=64484 Len=0,HTTP C2
 232  299.850750    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp    1514  2012 â†’ 1041 [ACK] Seq=39421 Ack=102 Win=65434 Len=1460,HTTP C2
"  50  166.252433    147.32.84.165       74.125.232.195      eth:ethertype:ip:tcp      60  1027 â†’ 80 [RST, ACK] Seq=394 Ack=78 Win=0 Len=0",HTTP C2
 463  309.450548    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 450#2] 1045 â†’ 82 [ACK] Seq=186 Ack=128785 Win=47257 Len=0,HTTP C2
1106  350.739771    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1105#1] 1060 â†’ 80 [ACK] Seq=187 Ack=33793 Win=64484 Len=0,HTTP C2
 856  318.154642    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Dup ACK 855#1] 1055 â†’ 888 [ACK] Seq=1 Ack=1 Win=64240 Len=0,HTTP C2
 694  314.888501    147.32.84.165       61.147.99.179       eth:ethertype:ip:tcp      60  1050 â†’ 81 [ACK] Seq=186 Ack=10435 Win=64240 Len=0,HTTP C2
1552  385.189417    147.32.84.165       182.2.117.2         eth:ethertype:ip:tcp      62  1082 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
"1873  425.877906    147.32.84.165       31.192.109.167      eth:ethertype:ip:tcp     149  [TCP Retransmission] 1272 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=95",HTTP C2
" 527  311.108253    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1042 [PSH, ACK] Seq=9217 Ack=86 Win=4096 Len=1024",HTTP C2
 174  298.548816    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp    1514  2012 â†’ 1041 [ACK] Seq=1461 Ack=102 Win=65434 Len=1460,HTTP C2
" 721  315.394763    61.147.99.179       147.32.84.165       eth:ethertype:ip:tcp    2690  81 â†’ 1050 [PSH, ACK] Seq=26251 Ack=186 Win=65350 Len=2636",HTTP C2
 415  306.036063    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 414#1] 1045 â†’ 82 [ACK] Seq=186 Ack=100741 Win=7300 Len=0,HTTP C2
 238  299.850979    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Dup ACK 237#1] 1041 â†’ 2012 [ACK] Seq=102 Ack=43801 Win=64240 Len=0,HTTP C2
1473  377.459707    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=153601 Win=64484 Len=0,HTTP C2
1336  367.647075    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=105473 Win=63460 Len=0,HTTP C2
1064  346.386269    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 1058#4] 1060 â†’ 80 [ACK] Seq=187 Ack=24577 Win=64484 Len=0[Malformed Packet],HTTP C2
  24  163.930586    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     139  Standard query response 0x6f4c No such name A wpad SOA a.root-servers.net,HTTP C2
1767  420.313328    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1766#1] 1270 â†’ 80 [ACK] Seq=185 Ack=9605 Win=64484 Len=0,HTTP C2
  64  171.201679    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns     110  Registration NB SARUMAN<20>,HTTP C2
 290  303.868558    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp:http     239  GET /hn.gif?t=0.9630548 HTTP/1.0 ,HTTP C2
 189  299.183160    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Dup ACK 188#1] 1041 â†’ 2012 [ACK] Seq=102 Ack=11681 Win=64240 Len=0,HTTP C2
 702  315.060289    147.32.84.165       61.147.99.179       eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 701#1] 1050 â†’ 81 [ACK] Seq=186 Ack=16275 Win=64240 Len=0[Malformed Packet],HTTP C2
1815  424.181885    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1270 â†’ 80 [ACK] Seq=185 Ack=41161 Win=64484 Len=0,HTTP C2
1138  353.698149    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=48129 Ack=187 Win=4824 Len=1024,HTTP C2
 355  305.695430    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 354#1] 1045 â†’ 82 [ACK] Seq=186 Ack=48181 Win=59860 Len=0,HTTP C2
 417  306.036275    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  1045 â†’ 82 [ACK] Seq=186 Ack=103661 Win=4380 Len=0,HTTP C2
1246  364.259966    147.32.84.165       89.34.90.20         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1078 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
" 931  324.621275    147.32.84.165       222.88.205.195      eth:ethertype:ip:tcp      74  [TCP Retransmission] 1057 â†’ 443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=20",HTTP C2
 197  299.532743    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp    1514  2012 â†’ 1041 [ACK] Seq=14601 Ack=102 Win=65434 Len=1460,HTTP C2
 580  312.178222    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 579#1] 1042 â†’ 80 [ACK] Seq=86 Ack=24577 Win=64484 Len=0,HTTP C2
1135  353.208788    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=47105 Ack=187 Win=4824 Len=1024,HTTP C2
1814  424.181709    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2798  80 â†’ 1270 [ACK] Seq=38417 Ack=185 Win=6432 Len=2744,HTTP C2
1935  427.797097    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  1274 â†’ 80 [ACK] Seq=1 Ack=1 Win=64620 Len=0,HTTP C2
 434  306.804425    122.224.6.164       147.32.84.165       eth:ethertype:ip:tcp    2974  82 â†’ 1045 [ACK] Seq=112421 Ack=186 Win=65350 Len=2920,HTTP C2
" 101  282.986735    147.32.84.165       60.190.222.139      eth:ethertype:ip:tcp      74  [TCP Retransmission] 1039 â†’ 65520 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=20",HTTP C2
1655  388.193648    147.32.84.165       112.205.182.117     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1083 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
